candidate_idx,conversation_id,message_count,duration_minutes,flags,dialogue_text,primary_intent,escalation_needed,escalation_rationale,evidence_notes,ambiguity_notes
92,2248567,4,46.3,Clean,"[Turn 0 | CUSTOMER | @655238 | 2017-11-25 14:30:44] (root):
@Tesco disgusted with the lack of religious Christmas cards on your shelves, after a good while looking I found 2 different designs and they were packs of 10 small cards. No individual religious ones whatsoever, luckily managed to pick up some beautiful ones in card factory!

[Turn 1 | TESCO | @Tesco | 2017-11-25 15:01:06] (in reply to 2248567):
@655238 Hi Lou, I'm really sorry to hear there were a lack of Christmas cards in store, can you please let me know which store this was so I can feed this back to them? Thanks - Mark

[Turn 2 | CUSTOMER | @655238 | 2017-11-25 15:04:57] (in reply to 2248566):
@Tesco It wasn’t a lack of Christmas cards it was a lack of religious Christmas cards!

[Turn 3 | TESCO | @Tesco | 2017-11-25 15:17:01] (in reply to 2248565):
@655238 Hi Lou, thank you for your reply. Can you let me know which store this was in and I will be able to get this fed back to them? Thank you - Gemma",store_experience_and_staff,do_not_escalate,none,Lack of religious Christmas cards in store,
93,2397389,4,208.8,Clean; Branching,"[Turn 0 | CUSTOMER | @689978 | 2017-11-14 09:35:55] (root):
@Tesco - Chicken from Thailand? Really? https://t.co/VTNvKGWKX4

[Turn 1 | TESCO | @Tesco | 2017-11-14 13:04:38] (in reply to 2397389):
@689978 Hi, due to the current demand for chicken in the United Kingdom outstrips domestic supply. Therefore, for us to meet our customer demands in terms of quality and price, we source our chicken from places other than the United Kingdom. 1/3

[Turn 2 | TESCO | @Tesco | 2017-11-14 13:04:39] (in reply to 2397389):
@689978 The supply in Thailand is reliable and steady, and therefore we have chosen to source chicken from this part of the world. We fully mark our packaging to allow our customers to make an informed choice. 2/3

[Turn 3 | TESCO | @Tesco | 2017-11-14 13:04:42] (in reply to 2397389):
@689978 Although we still do have a large range of British products still available on our shelves. I hope this helps. Thanks, James. 3/3",general_feedback_and_chitchat,do_not_escalate,none,,"Chicken sourcing policy question, answered publicly"
94,2570978,4,17625.4,Clean; Branching,"[Turn 0 | CUSTOMER | @323989 | 2017-10-18 11:41:57] (root):
I wonder if @Tesco will ever respond. https://t.co/hPrvfLu1jf

[Turn 1 | TESCO | @Tesco | 2017-10-30 17:24:57] (in reply to 2570978):
@323989 Has your issue been resolved yet, or do you still require us to look into this for you? - Chris 2/2

[Turn 2 | TESCO | @Tesco | 2017-10-30 17:24:57] (in reply to 2570978):
@323989 Hi Chris, I am very sorry for the lack of reply from us, this was not intentional. 1/2

[Turn 3 | CUSTOMER | @323989 | 2017-10-30 17:27:22] (in reply to 2570976):
@Tesco Hi, in the end I just bought it from @141503",general_feedback_and_chitchat,do_not_escalate,none,,Delayed reply follow-up; customer resolved elsewhere
95,2707956,4,772.5,Clean,"[Turn 0 | CUSTOMER | @760459 | 2017-11-19 20:08:52] (root):
@Tesco Hello. How long does it take to get stock back in? I was there on Tuesday - and about 3 weeks ago - and there wasn’t any Maggi’s Chicken Noodles! Thanks, Sara xXx

[Turn 1 | TESCO | @Tesco | 2017-11-20 00:23:19] (in reply to 2707956):
@760459 Hi Sara, thank you for getting in touch, which store would you like me to check stock availability in? :-) kindest regards- Hannah.

[Turn 2 | CUSTOMER | @760459 | 2017-11-20 06:55:53] (in reply to 2707954):
@Tesco The Extra Sandhurst store please! xXx

[Turn 3 | TESCO | @Tesco | 2017-11-20 09:01:21] (in reply to 2707955):
@760459 Hi Sara, good news, the chicken noodles are back in stock. You can find them on aisle 25. Thanks - Ian",stock_and_availability,do_not_escalate,none,Store: Sandhurst Extra; Maggi Chicken Noodles,
96,2760445,4,381.1,Clean; Branching,"[Turn 0 | CUSTOMER | @772376 | 2017-11-20 22:57:05] (root):
Bought my friend this cute Unicorn cake 🦄💕 but was GUTTED to find this hair in the unopened box 😷🤮 Not acceptable @Tesco 👎🏽 https://t.co/7sazO4WSKW

[Turn 1 | TESCO | @Tesco | 2017-11-21 05:17:56] (in reply to 2760445):
@772376 Hi Sia, thank you for getting in touch, I'm really sorry to see that there was a hair in the unicorn cake you purchased for your friend, I can completely understand how concerning this must have been. 1/3

[Turn 2 | TESCO | @Tesco | 2017-11-21 05:18:03] (in reply to 2760445):
@772376 At your earliest convenience please can you return the cake back to any Metro, Superstore or Extra? My colleagues in store till complete the relevant process and send this off for full investigation by our suppliers. 2/3

[Turn 3 | TESCO | @Tesco | 2017-11-21 05:18:10] (in reply to 2760445):
@772376 Who will then get back to you within 14 days with a response to how this has happened. In the meantime, can you DM your full name, address, email, store purchased and barcode? I'll log this issue before returned. TY- Hannah. 3/3",product_quality_and_safety,escalate,product_safety_investigation,Hair found in unicorn cake,
97,2825160,4,812.0,Clean; Branching,"[Turn 0 | CUSTOMER | @787057 | 2017-11-26 20:18:43] (root):
@Tesco such a small cauliflower :( dissapointing day, how am I supposed to make a hearty cauliflower cheese with this :( https://t.co/VZejnd6tlm

[Turn 1 | TESCO | @Tesco | 2017-11-27 09:50:35] (in reply to 2825160):
@787057 Hi Grace, that cauliflower looks a little on the small side!! I'm sorry you couldn't make cauliflower cheese, which I must say is up there with one of my favourite things to eat! 1/3

[Turn 2 | TESCO | @Tesco | 2017-11-27 09:50:38] (in reply to 2825160):
@787057 So I can log this and send you a refund for this can you DM me your full name, address and email address?Followed by the price you paid for the product, the name of the store you bought this from, the barcode and the supplier code(SC). 2/3

[Turn 3 | TESCO | @Tesco | 2017-11-27 09:50:41] (in reply to 2825160):
@787057 Finally, would you mind if I passed your details onto the supplier? We can send a refund via post or email, which would you prefer? Thanks - Beth.",product_quality_and_safety,escalate,refund_or_compensation,Small cauliflower complaint; refund offered,
98,2826901,4,808.3,Clean; Cross-Brand (@morrisons); Multi-Customer,"[Turn 0 | CUSTOMER | @787411 | 2017-11-26 21:10:04] (root):
How about places like @Tesco &amp; @Morrisons open their cafes up to the homeless on #Christmas day? Just an idea. Of course, if they already do this then massive thumbs up to them! 👍🏻

[Turn 1 | CUSTOMER | @275863 | 2017-11-26 21:20:51] (in reply to 2826901):
@787411 @Tesco @Morrisons There’s some amazing work done by @246151 on Christmas for homeless people, but I absolutely agree it would be amazing to see more being done by big companies.

[Turn 2 | CUSTOMER | @787411 | 2017-11-26 21:25:06] (in reply to 2826900):
@275863 @Tesco @Morrisons @246151 Just saw @tesco ad about how they'll donate a quid for every turkey they sell, which is great, but they could do more. We all could.

[Turn 3 | TESCO | @Tesco | 2017-11-27 10:38:23] (in reply to 2826898):
@787411 Hi Matt, would you be able to DM us your name, address &amp; email? I can then log your interest in seeing this (: - Rocsi https://t.co/py5Z991Bme",general_feedback_and_chitchat,escalate,requires_pii_or_dm,,Suggestion re: cafes for homeless; DM requested to log interest
99,32007,4,43.6,Clean; Branching,"[Turn 0 | CUSTOMER | @123085 | 2017-11-01 12:09:10] (root):
@Tesco TV I bought 2 months ago been broken for a week now and tech support sending me round in circles and not calling back. Any help?

[Turn 1 | TESCO | @Tesco | 2017-11-01 12:40:20] (in reply to 32007):
@123085 Hi Lee, we've not been able to call as we don't have a number for you, sorry.  We need to arrange for your TV to be repaired.  1/2

[Turn 2 | CUSTOMER | @123085 | 2017-11-01 12:50:39] (in reply to 32005):
@Tesco Yes you do, I gave all my details to them. Had to even Google the email address where to send pictures as they gave me the wrong one twice

[Turn 3 | TESCO | @Tesco | 2017-11-01 12:52:49] (in reply to 32007):
@123085 Can you DM me with your address, phone number and email address so I can sort this out for you.  Thanks - Pam 2/2",delivery_and_orders,escalate,requires_pii_or_dm,TV repair arrangement (Tesco Direct),
100,38283,4,172.5,Clean; Branching,"[Turn 0 | CUSTOMER | @124322 | 2017-11-01 11:46:06] (root):
So gross. Eating a white chocolate cookie from @Tesco and it’s got a long thick dark hair in it🤢🤢 https://t.co/2dhdFKwiSt

[Turn 1 | TESCO | @Tesco | 2017-11-01 14:38:31] (in reply to 38283):
@124322 Hey Holly, I'm sorry you have found a hair in you cookie, could you please DM me a few details so I can get this logged for you? 1/3

[Turn 2 | TESCO | @Tesco | 2017-11-01 14:38:34] (in reply to 38283):
@124322 Can you please send me your full name, address, email, bar code, store of purchase, price and date of purchase? 2/3

[Turn 3 | TESCO | @Tesco | 2017-11-01 14:38:36] (in reply to 38283):
@124322 Also can I pass your details to our supplier just in case they want to contact you? TY - Rian 3/3",product_quality_and_safety,escalate,product_safety_investigation,Hair found in cookie,
101,4356,4,719.8,Clean,"[Turn 0 | CUSTOMER | @116721 | 2017-10-31 23:13:21] (root):
@Tesco food delivery due between 9-10pm. Still not arrived. Customer services did not answer call. Services now closed. What should I do? https://t.co/xSuRPWAivN

[Turn 1 | TESCO | @Tesco | 2017-11-01 03:28:56] (in reply to 4356):
@116721 Sorry, did you receive your order or manage to speak with anybody? - Ceri

[Turn 2 | CUSTOMER | @116721 | 2017-11-01 07:56:34] (in reply to 4354):
@Tesco No. did not receive email nor phone call yesterday. It’s completely unacceptable. I’m going to work now so this is going to be problematic.

[Turn 3 | TESCO | @Tesco | 2017-11-01 11:13:07] (in reply to 4355):
@116721 Hi, can you DM me with your account name, address, telephone number and email? Ty Andrew",delivery_and_orders,escalate,requires_pii_or_dm,"Late food delivery, no customer service response",
102,453475,4,256.1,Clean,"[Turn 0 | CUSTOMER | @222598 | 2017-11-30 21:24:55] (root):
@Tesco oi oi Tesco, there’s a cheap brand intruder in my shopping! That’s not what I paid for... https://t.co/wnIHWLWdqS

[Turn 1 | TESCO | @Tesco | 2017-11-30 22:57:43] (in reply to 453475):
@222598 Hello Marie, I am sorry you have received the wrong coke with your order and I appreciate this must be annoying. Can you please DM your full name, address and email? I can get it refunded for you. TY - Chris

[Turn 2 | CUSTOMER | @222598 | 2017-11-30 22:59:24] (in reply to 453473):
@Tesco Thanks Chris, I’ve actually just emailed the address on the delivery note as found one other problem too :)

[Turn 3 | TESCO | @Tesco | 2017-12-01 01:41:04] (in reply to 453474):
@222598 Should you need any additional assistance please let us know :) Kind regards - Aneurin",delivery_and_orders,escalate,refund_or_compensation,Wrong item substituted in delivery order,
103,4961,4,372.0,Clean,"[Turn 0 | CUSTOMER | @116878 | 2017-10-31 22:04:47] (root):
@Tesco Hi there, will the Tesco store in Monkspath have copies of Call of Duty WW2 to buy at midnight release?

[Turn 1 | TESCO | @Tesco | 2017-10-31 23:17:18] (in reply to 4961):
@116878 Hi there, I am pleased to say that yes the store will be doing a midnight release as it is a 24 hour store. Thanks - Callum

[Turn 2 | CUSTOMER | @116878 | 2017-10-31 23:18:00] (in reply to 4959):
@Tesco Thank you Callum will it have to be preorder or will there be general sale?

[Turn 3 | TESCO | @Tesco | 2017-11-01 04:16:45] (in reply to 4960):
@116878 It will generally be made available for purchase. It's first come first serve. - Mart",stock_and_availability,do_not_escalate,none,Store: Monkspath; midnight game release,
104,543208,4,274.9,Clean,"[Turn 0 | CUSTOMER | @246138 | 2017-12-02 13:17:59] (root):
Come on then, @Tesco, why do we sell nuts in shells without stocking nut-crackers? St. Neots Extra

[Turn 1 | TESCO | @Tesco | 2017-12-02 16:22:49] (in reply to 543208):
@246138 Hi Andy, our system shows we should have 7 in St. Neots Extra. It's not live so we can't guarantee availability, but if you show this to a colleague ""Aisle ZE, Side X, Mod 13, Shelf C"" they should be able to find one for you! TY - Paige

[Turn 2 | CUSTOMER | @246138 | 2017-12-02 16:37:26] (in reply to 543206):
@Tesco Ok thanks Paige. I left store a while ago, but to be honest the 25% off 6+ bottles of wine softened the blow! Thanks for getting back to me.

[Turn 3 | TESCO | @Tesco | 2017-12-02 17:52:53] (in reply to 543207):
@246138 Hi Andy, I imagine it did :). If we can help with anything else please let us know. I hope you enjoy the wine! Best wishes. Mike",stock_and_availability,do_not_escalate,none,Store: St. Neots Extra; nut-crackers,
105,551387,4,234.8,Clean,"[Turn 0 | CUSTOMER | @248491 | 2017-12-02 16:57:29] (root):
@Tesco Hi, could you tell me what time Tesco Direct deliver furniture until - I have been waiting in all day for my order but am going out later. What is the latest I can expect delivery?

[Turn 1 | TESCO | @Tesco | 2017-12-02 19:08:56] (in reply to 551387):
@248491 Hi Elle, it would depend on which courier was delivering this to you. Our couriers usually deliver until 7 pm. If you can DM your full name, address &amp; order number I will look into this for you. Kind regards - Andy S

[Turn 2 | CUSTOMER | @248491 | 2017-12-02 19:11:33] (in reply to 551385):
@Tesco I just spoke with a colleague on the phone who told me 7pm. Paid £25 for deliver as well. Very unimpressed, but your colleague has requested next Saturday for delivery now... to be continued.

[Turn 3 | TESCO | @Tesco | 2017-12-02 20:52:17] (in reply to 551386):
@248491 I'm really sorry Elle, I wish that there was more I can do to assist you. Please accept my apologies for this inconvenience. Kind regards - Andy S",delivery_and_orders,escalate,requires_pii_or_dm,Tesco Direct furniture delivery timing,
106,629971,4,85.6,Clean,"[Turn 0 | CUSTOMER | @269262 | 2017-11-22 14:26:45] (root):
@Tesco there is a pricing error on some of your cheese. 500g for 2.70 advertised but the pack is 450g. https://t.co/rwsPQN5DDz

[Turn 1 | TESCO | @Tesco | 2017-11-22 15:45:46] (in reply to 629971):
@269262 Hi Victoria, that's strange! Could please let me know which store this is in and I will inform them off this error? Thanks, Calum

[Turn 2 | CUSTOMER | @269262 | 2017-11-22 15:48:16] (in reply to 629969):
@Tesco I have already informed the store this was in. It is just incase other stores have the same pricing error.

[Turn 3 | CUSTOMER | @269262 | 2017-11-22 15:52:19] (in reply to 629970):
@Tesco This was in rotherham and I love that shop. The staff were so lovely about this and very appreciative of me pointing it out for them. Can't sing their praises enough.",pricing_promotions_and_vouchers,do_not_escalate,none,Store: Rotherham; cheese weight/price mismatch,
107,672216,4,28.7,Clean; Branching,"[Turn 0 | CUSTOMER | @280377 | 2017-11-23 08:39:13] (root):
@Tesco I bought these bananas on Tuesday and they’re all black inside 😷😷😷 https://t.co/th8NN9PxEE

[Turn 1 | TESCO | @Tesco | 2017-11-23 09:07:47] (in reply to 672216):
@280377 Hi Katherine, I'm very sorry to see your bananas have gone off. I would like to get this fed back to the supplier and get a refund issued for you. Can you please DM me a few details? 1/3

[Turn 2 | TESCO | @Tesco | 2017-11-23 09:07:50] (in reply to 672216):
@280377 I will need your full name, address, email, store, barcode, batch and supplier code. Do I have your permission to pass on your details to the supplier? 2/3

[Turn 3 | TESCO | @Tesco | 2017-11-23 09:07:54] (in reply to 672216):
@280377 Lastly, can you please let me know if you would like your refund via email or post. Kind Regards - Stacey. 3/3",product_quality_and_safety,escalate,refund_or_compensation,Bananas gone off; refund offered,
108,848667,4,134.0,Clean; Branching,"[Turn 0 | CUSTOMER | @321675 | 2017-10-20 12:39:03] (root):
@Tesco 😱 drinking alcohol free wine and it turns out it has alcohol in even if it is &lt;0.5%

[Turn 1 | TESCO | @Tesco | 2017-10-20 14:51:14] (in reply to 848667):
@321675 I actually didn't know this myself I had to contact my business support team. I hope you're ok -TY Stacey. 2/2

[Turn 2 | TESCO | @Tesco | 2017-10-20 14:51:14] (in reply to 848667):
@321675 Hi, I'm sorry to hear this. But this is actually normal for alcohol free drinks, the alcohol is that low they class it as alcohol free.1/2

[Turn 3 | CUSTOMER | @321675 | 2017-10-20 14:53:02] (in reply to 848665):
@Tesco Not sure my unborn child is to impressed!😂learn something new everyday!",general_feedback_and_chitchat,do_not_escalate,none,Alcohol-free wine content query,
109,921627,4,115.6,Clean; Branching,"[Turn 0 | CUSTOMER | @338782 | 2017-10-21 10:50:15] (root):
@Tesco so I just found a piece of plastic in my pasta... I bit into it because it was hidden in my pasta... it hurt https://t.co/KrwAu8TbZi

[Turn 1 | TESCO | @Tesco | 2017-10-21 12:45:27] (in reply to 921627):
@338782 Hi Jade, sorry to see this. Please return the packaging &amp; piece of plastic to your nearest Extra, Superstore or Metro 1/3

[Turn 2 | TESCO | @Tesco | 2017-10-21 12:45:41] (in reply to 921627):
@338782 My colleagues will process a quality complaint &amp; a refund. It'll be investigated &amp; you'll receive a response in writing within 14 days 2/3

[Turn 3 | TESCO | @Tesco | 2017-10-21 12:45:53] (in reply to 921627):
@338782 If you have any queries please let me know - Laura 3/3",product_quality_and_safety,escalate,product_safety_investigation,Plastic in pasta caused injury,
110,924658,4,640.8,Clean; Branching,"[Turn 0 | CUSTOMER | @236491 | 2017-10-21 10:14:34] (root):
@33983 @Tesco  when are these machines going to take the new £1 coin? We need to save for Christmas https://t.co/GRGnv00eEE

[Turn 1 | TESCO | @Tesco | 2017-10-21 13:55:08] (in reply to 924658):
@236491 Hi Avril, I have called the store and they are aware of this issue, they have made me aware the machine will be upgraded next week 1/2

[Turn 2 | TESCO | @Tesco | 2017-10-21 13:55:12] (in reply to 924658):
@236491 They don't have an exact date at the moment. Thanks for bringing this to our attention. - Adam 2/2

[Turn 3 | CUSTOMER | @236491 | 2017-10-21 20:55:20] (in reply to 924659):
@Tesco Thank you",store_experience_and_staff,do_not_escalate,none,Store change machine needs coin upgrade,
111,944415,4,1185.0,Clean,"[Turn 0 | CUSTOMER | @343938 | 2017-10-21 15:32:51] (root):
Making irish stew in my new slow cooker and I haven’t been this excited for tea in sooo long, I am so old

[Turn 1 | TESCO | @Tesco | 2017-10-21 16:54:53] (in reply to 944415):
@343938 If by ""old"" you mean enjoying delicious foods Natasha, then we're really old!😂 We think you'll love these! https://t.co/gYtneeCLIl

[Turn 2 | CUSTOMER | @343938 | 2017-10-21 17:33:21] (in reply to 944413):
@Tesco They all look amazing! Thank you😊

[Turn 3 | TESCO | @Tesco | 2017-10-22 11:17:49] (in reply to 944414):
@343938 Anytime you need recipe inspiration...we're only a tweet away 😇 #EveryLittleHelps",general_feedback_and_chitchat,do_not_escalate,none,,
112,945797,4,52.2,Clean; Branching,"[Turn 0 | CUSTOMER | @344271 | 2017-10-21 16:30:57] (root):
@Tesco @255922 this is about my 5th complaint now of your self service checkouts not working for Tesco pay plus &amp; staff aren’t trained

[Turn 1 | CUSTOMER | @344271 | 2017-10-21 16:35:38] (in reply to 945797):
@Tesco @255922 This happens to me every week, and I tweet and nothing seems to get fixed. At least train your staff. 3 of them didn’t know what to do!

[Turn 2 | TESCO | @Tesco | 2017-10-21 17:23:06] (in reply to 945795):
@344271 Hi Jack, sorry you are having issues with Tesco Pay+ in store, could you please DM us with the exact stores? 1/2

[Turn 3 | TESCO | @Tesco | 2017-10-21 17:23:07] (in reply to 945795):
@344271 Could you also include errors displayed on either device or tills? once we have this information we can investigate further. 2/2 TY Joshua",store_experience_and_staff,escalate,technical_support,"Tesco Pay+ self-service checkout fault, staff training complaint",Combines staff-training complaint with a Pay+ technical issue
113,959239,4,69.8,Clean; Multi-Customer,"[Turn 0 | CUSTOMER | @347591 | 2017-10-11 12:44:41] (root):
To get curry or not... I'm dieting... I've lost 12 lbs... do I deserve a treat...

[Turn 1 | TESCO | @Tesco | 2017-10-11 13:20:40] (in reply to 959239):
@347591 Congratulations on your progress🙌, we have this tempting but definitely not diet breaking curry 😋

https://t.co/wSU7QHhpUy

[Turn 2 | CUSTOMER | @347591 | 2017-10-11 13:41:19] (in reply to 959237):
@Tesco You are the devil on my shoulder but I love you haha. Curry it is for sure.

[Turn 3 | CUSTOMER | @347592 | 2017-10-11 13:54:27] (in reply to 959238):
@347591 @Tesco why am I laughing so hard right now xD",general_feedback_and_chitchat,do_not_escalate,none,,
114,980571,4,2489.0,Clean; Multi-Customer,"[Turn 0 | CUSTOMER | @352505 | 2017-10-20 12:36:54] (root):
Received 999 call from a motorist reporting a human arm on the side of the road. Officers investigated, it’s just a ‘armless Halloween prop https://t.co/2hrp7bhlrB

[Turn 1 | CUSTOMER | @352504 | 2017-10-20 15:51:11] (in reply to 980571):
@352505 #MalvernA were happy to give our Worcester colleagues a hand! https://t.co/U6IgxZBQfK

[Turn 2 | CUSTOMER | @352503 | 2017-10-21 19:15:53] (in reply to 980570):
@352504 @352505 I was in @Tesco Worcester looking for a leg of lamb but found this delicacy instead - an arm of beef! 😱💪 Has yours escaped? #Halloween https://t.co/bRbxFoSXZN

[Turn 3 | TESCO | @Tesco | 2017-10-22 06:05:53] (in reply to 980568):
@352503 What a gruesome discovery! Looks like the ghouls have been out in force - spooky! - Mat",general_feedback_and_chitchat,do_not_escalate,none,,Off-topic banter re: Halloween prop
115,1144359,5,38.1,Clean; Branching,"[Turn 0 | CUSTOMER | @389351 | 2017-10-24 12:43:10] (root):
@Tesco please explain how I'm suppose to feed this to my son?! Disgusting😷 https://t.co/LUlraUL2Ii

[Turn 1 | TESCO | @Tesco | 2017-10-24 13:19:13] (in reply to 1144359):
@389351 Hi there, I'm sorry to see that your yoghurts are poor quality. Can you DM us? Please include your full name and address. 1/4

[Turn 2 | TESCO | @Tesco | 2017-10-24 13:19:18] (in reply to 1144359):
@389351 Can you also send a clear picture of the front/back of the packaging, the store you purchased from and the price paid? 2/4

[Turn 3 | TESCO | @Tesco | 2017-10-24 13:21:19] (in reply to 1144359):
@389351 We'll then be able to record this data to ensure that our suppliers are aware. We can also offer you a Tesco Moneycard. 3/4

[Turn 4 | TESCO | @Tesco | 2017-10-24 13:21:19] (in reply to 1144359):
@389351 Would it be ok to pass on your information? It's unlikely, but they may like to contact you. TY - Paige 4/4 https://t.co/py5Z991Bme",product_quality_and_safety,escalate,refund_or_compensation,Poor quality yoghurt; Moneycard offered,
116,1149065,5,129.8,Clean,"[Turn 0 | CUSTOMER | @334618 | 2017-10-24 13:36:12] (root):
@Tesco Do you guys stock the new rokus in store or just online? :)

[Turn 1 | TESCO | @Tesco | 2017-10-24 14:40:37] (in reply to 1149065):
@334618 Hi Casey are you referring to at Roku streaming stick? Thanks - Lee

[Turn 2 | CUSTOMER | @334618 | 2017-10-24 14:55:23] (in reply to 1149063):
@Tesco Sorry the new roku express. :)

[Turn 3 | TESCO | @Tesco | 2017-10-24 15:35:16] (in reply to 1149064):
@334618 Hi Casey, we are selling it in some stores - could you DM me with your postcode and I'll check all the stores in your area? Thanks! - Bryan

[Turn 4 | CUSTOMER | @334618 | 2017-10-24 15:46:01] (in reply to 1149066):
@Tesco Done. ☺☺",stock_and_availability,escalate,requires_pii_or_dm,Roku Express stock check by postcode,
117,1288309,5,76.3,Clean; Branching,"[Turn 0 | CUSTOMER | @421325 | 2017-10-26 18:26:07] (root):
Some lovely maggots in the tinned tomatoes I bought from @Tesco yummy! https://t.co/4DpgSonWwh

[Turn 1 | TESCO | @Tesco | 2017-10-26 19:42:18] (in reply to 1288309):
@421325 Hi Alex. I'm sorry there were maggots in your tomatoes! I understand how concerning this must have been. 1/4

[Turn 2 | TESCO | @Tesco | 2017-10-26 19:42:20] (in reply to 1288309):
@421325 Can you please return the product, packaging and your receipt to any Metro, Extra or Superstore so this can be sent to our supplier? 2/4

[Turn 3 | TESCO | @Tesco | 2017-10-26 19:42:22] (in reply to 1288309):
@421325 Can you also DM me your full name, address, postcode, barcode, SC code, price paid and store this came from so I can log this? 3/4

[Turn 4 | TESCO | @Tesco | 2017-10-26 19:42:24] (in reply to 1288309):
@421325 I look forward to hearing from you. - Alisha 4/4",product_quality_and_safety,escalate,product_safety_investigation,Maggots in tinned tomatoes,
118,1339364,5,131.4,Clean; Branching,"[Turn 0 | CUSTOMER | @432415 | 2017-10-16 11:50:46] (root):
@Tesco scammed mate is that your idea of half slices?? I’ve only had 2 proper slices! Look at them bottom ones 😭 heartbroken 💔 https://t.co/YJgo8I57wx

[Turn 1 | CUSTOMER | @432415 | 2017-10-16 11:53:47] (in reply to 1339364):
@Tesco Half price but i weren’t expecting half the slice

[Turn 2 | TESCO | @Tesco | 2017-10-16 13:26:31] (in reply to 1339362):
@432415 Hi Laura, sorry to hear you found your ham like this. Do you mind sending a DM with the following details 1/2

[Turn 3 | TESCO | @Tesco | 2017-10-16 13:26:33] (in reply to 1339362):
@432415 Barcode, Full Address, First Name, Supplier Code (SC1234)  Once I receive this I would be more than happy to look into this. 2/2 David

[Turn 4 | CUSTOMER | @432415 | 2017-10-16 14:02:11] (in reply to 1339363):
@Tesco have done pal",product_quality_and_safety,escalate,requires_pii_or_dm,Ham packaging/quantity complaint,
119,141215,5,67.5,Clean; Branching,"[Turn 0 | CUSTOMER | @147848 | 2017-11-24 11:46:15] (root):
@Tesco just because we are vegan, doesn’t mean we have no sense of taste. Your new vegan sandwich is shit

[Turn 1 | TESCO | @Tesco | 2017-11-24 12:09:07] (in reply to 141215):
@147848 Hi Danniella, I'm sorry you don't find our new vegan sandwich very tasty, this must have been disappointing for you. So I can log your feedback and send you a refund for this can you DM me your full name, address and email address? 1/2

[Turn 2 | TESCO | @Tesco | 2017-11-24 12:09:10] (in reply to 141215):
@147848 Followed by the price you paid for the product, the name of the store you bought this from and the barcode. We can send you a refund via post or email, which would suit you best? Thanks - Beth :)

[Turn 3 | CUSTOMER | @147848 | 2017-11-24 12:11:46] (in reply to 141213):
@Tesco I have binned the sandwich along with the wrapping. In the future perhaps you should do a social media vote so we can give you ideas on what foods actually taste ok. The roll was nice quality bread and the vegan mayo was ok. The rest was just vile

[Turn 4 | TESCO | @Tesco | 2017-11-24 12:53:44] (in reply to 141214):
@147848 Hi Danniella, I would like to get this feedback logged for you. Can you please DM me your full name, address and email address. Kind Regards - Stacey.",product_quality_and_safety,escalate,refund_or_compensation,Vegan sandwich taste complaint; refund offered,
120,1556398,5,14326.6,Clean,"[Turn 0 | CUSTOMER | @481201 | 2017-10-31 20:10:39] (root):
Watching bake off with cake and a cup of tea #GBBOFinal im going to miss these tuesday nights !!

[Turn 1 | TESCO | @Tesco | 2017-10-31 20:18:58] (in reply to 1556398):
@481201 It's been a great season hasn't it Becky! Have you attempted any of the bakes yourself at all? 😊

[Turn 2 | CUSTOMER | @481201 | 2017-11-03 19:48:00] (in reply to 1556397):
@Tesco Haha im always baking i havent tried all yet but some of them are a must!!

[Turn 3 | TESCO | @Tesco | 2017-11-04 12:19:04] (in reply to 1556396):
@481201 We think we've got just the recipes for you to try 😇 #Inspiration #EveryLittleHelps

https://t.co/iYQfUxkwCk

[Turn 4 | CUSTOMER | @481201 | 2017-11-10 18:57:16] (in reply to 1556394):
@Tesco Thanks ill have a look at these 👍",general_feedback_and_chitchat,do_not_escalate,none,,
121,1607510,5,65.4,Clean,"[Turn 0 | CUSTOMER | @493745 | 2017-11-25 12:18:34] (root):
@Tesco Hiya could you tell me the price of call of duty ww2 for the ps4 please ? thankyou

[Turn 1 | CUSTOMER | @493745 | 2017-11-25 12:43:05] (in reply to 1607510):
@Tesco hi could you please check your gateshead store has these in stock please im loaded with flu and would hate a wasted journey thanks

[Turn 2 | TESCO | @Tesco | 2017-11-25 13:20:46] (in reply to 1607509):
@493745 Hi Claire, the game is £36.00, I'm so sorry I can't check the store as it the Black Friday Weekend and I can't give you an accurate stock level. Hope you feel better soon. TY - Jill

[Turn 3 | CUSTOMER | @493745 | 2017-11-25 13:21:49] (in reply to 1607508):
@Tesco its out of stock but thanks anyway xxx

[Turn 4 | TESCO | @Tesco | 2017-11-25 13:23:58] (in reply to 1607507):
@493745 Sorry about that Claire, please let us know if you need anything else - Allyn",stock_and_availability,do_not_escalate,none,Store: Gateshead; Call of Duty WW2 stock,
